Abk;Name;Kurzname;Typ;BetrZust;PrimaryLocationCode;UIC;RB;gültigVon;gültigBis;NetzKey;FplRel;FplGr;
YBLGN;Spreewitz - Graustein;RB-Gr km 18,500;RBGr;;DE 19858;0080;4;20090121;;105094;J;N;
YBLGR;Rhinow - Großderschau;RB-Gr km 112,500;RBGr;;DE 18859;0080;4;20140301;;105095;J;N;
YBLGS;Graustein - Schleife;RB-Gr km 143,562;RBGr;;DE 13920;0080;1;20091213;;105480;J;N;
YBLHS;Schlieben - Hohenbucko;RB-Gr km 27,600;fb-RBGr;; ;0080;4;20090121;;105096;J;N;
YBLHW;Weißwasser - Wolfshain;RB-Gr km 0,663;RBGr;a.B.;DE 20942;0080;4;20090121;;105097;N;N;
YBLKG;Krüden - Geestgottberg;RB-Gr km 42,447;RBGr;;DE 15924;0080;4;20090121;;105479;J;N;
YBLLZ;Zellendorf - Linda;RB-Gr km 78,343;RBGr;;DE 21452;0080;1;20091213;;105098;J;N;
YBLOR;Rückersdorf - Hohenleipisch;RB-Gr km 110,000;RBGr;;DE 19111;0080;1;20091213;;105099;J;N;
YBLST;Tröbitz - Schönborn;RB-Gr km 110;RBGr;;DE 20360;0080;4;20090121;;105100;J;N;
YBLWB;Wustermark - Ribbeck;RB-Gr km 137,000;RBGr;;DE 21401;0080;1;20091213;;105102;J;N;
YBLWG;Werder - Groß Kreutz;RB-Gr km 37,900;RBGr;;DE 21003;0080;1;20091213;;105103;J;N;
YBWSB;Schwanheide - Büchen;RB-Gr km 236,475;RBGr;;DE 19544;0080;1;20090214;;105104;J;N;
YDDAD;Angermund - Duisburg-Rahm;PD-Gr km 53,380;PDGr;;DE 10239;0080;;20130101;;107966;N;N;
YDDAE;Au (Sieg) - Etzbach;PD-Gr km 66,500;PDGr;;DE 10325;0080;;20130101;;107963;N;N;
YDDAS;Dortm-Aplerbeck - Dortm-Sölde;PD-Gr km 178,900;PDGr;;DE 12330;0080;;20130101;;107937;N;N;
YDDBB;Brachelen - Baal;PD-Gr km 38,500;PDGr;;DE 11540;0080;;20130101;;107954;N;N;
YDDBD;Bochum Stockumer Str - Dortm-Lütgendortm;PD-Gr km 2,035;PDGr;;DE 11388;0080;;20130101;;107938;N;N;
YDDBF;Bedburg (Erft) - Frimmersdorf;PD-Gr km 23,150;PDGr;;DE 10718;0080;;20130101;;107956;N;N;
YDDBL;Bochum-Langendreer - Dortm-Lütgend Gbf;PD-Gr km 59,100;PDGr;;DE 11400;0080;;20130101;;107939;N;N;
YDDBO;Bochum Hbf - Dortmund-Lütgendortmund;PD-Gr km 154,830;PDGr;;DE 11377;0080;;20130101;;107940;N;N;
YDDBP;Bergkamen - Pelkum;PD-Gr km 65,100;PDGr;;DE 10814;0080;;20130101;;107946;N;N;
YDDGF;Gladbeck-Zweckel - Feldhausen;PD-Gr km 13,000;PDGr;;DE 13773;0080;;20130101;;107944;N;N;
YDDGG;Gelsenkirchen-Buer Süd - Gladbeck Ost;GE-Gr km 7,076;GEGr;; ;0080;;20160112;;109739;N;N;
YDDHC;Herne - Castrop-Rauxel Hbf;PD-Gr km 102,100;PDGr;;DE 14817;0080;;20130101;;107961;N;N;
YDDKA;Kempen (Niederrhein) - Aldekerk;PD-Gr km 69,700;PDGr;;DE 15473;0080;;20130101;;107957;N;N;
YDDKK;Dortm-Kley (Üst) - Dortm-Kley;PD-Gr km 10,250;PDGr;;DE 12331;0080;;20130101;;107941;N;N;
YDDKL;Köln Bruder Klaus Siedl - Lev-Küppersteg;PD-Gr km 7,769;PDGr;;DE 15683;0080;;20130101;;107960;N;N;
YDDKM;Dortmund-Kurl - Kamen-Methler;PD-Gr km 131,100;PDGr;;DE 12394;0080;;20130101;;107962;N;N;
YDDLK;Leverkusen Morsbroich - Köln-Dünnwald;PD-Gr km 54,700;PDGr;;DE 16343;0080;;20130101;;107949;N;N;
YDDLN;Leverkusen-Schlebusch - Köln Neurather R;PD-Gr km 26,000;PDGr;;DE 16350;0080;;20130101;;108032;N;N;
YDDLW;Lünen - Werne (a d Lippe);PD-Gr km 6,000;PDGr;;DE 16602;0080;;20130101;;107936;N;N;
YDDMD;Dortm-Marten - Dortm-Rahm;PD-Gr km 16,000;PDGr;;DE 12332;0080;;20130101;;107943;N;N;
YDDML;Marl-Hamm - Marl Lippe;PD-Gr km 14,790;PDGr;;DE 16837;0080;;20130101;;107947;N;N;
YDDMR;Duisburg-Mühlenberg - Rheinhausen;PD-Gr km 9,450;PDGr;;DE 12612;0080;;20130101;;107953;N;N;
YDDMT;Duisburg-Mühlenberg - Trompet;PD-Gr km 4,615;PDGr;;DE 12613;0080;;20130101;;107950;N;N;
YDDRB;Ringelstein - Büren Spechtenberg;PD-Gr km 40,000;PDGr;;DE 18902;0080;;20130101;;107971;N;N;
YDDRG;Rommerskirchen - Grevenbroich Erftwerk;PD-Gr km 21,413;PDGr;;DE 18983;0080;;20130101;;107958;N;N;
YDDRH;Ratingen Ost - Hösel;PD-Gr km 11,300;PDGr;;DE 18665;0080;;20130101;;107951;N;N;
YDDSE;Schwelm - Ennepetal;PD-Gr km 127,000;PDGr;;DE 19588;0080;;20130101;;107955;N;N;
YDDSH;Schwerte (Ruhr) - Holzwickede;PD-Gr km 161,500;PDGr;;DE 19613;0080;;20130101;;107968;N;N;
YDDSL;Köln-Stammheim - Leverkusen Bayerwerk;PD-Gr km 9,234;PDGr;;DE 15769;0080;;20130101;;107964;N;N;
YDDTR;Tiefenbroich - Ratingen West;PD-Gr km 16,010;PDGr;;DE 20276;0080;;20130101;;107948;N;N;
YDDUK;Unna-West - Unna-Königsborn;PD-Gr km 1,800;PDGr;;DE 20485;0080;;20130101;;107970;N;N;
YDDWD;Witten-Annen Nord - Dortmund-Kruckel;PD-Gr km 22,400;PDGr;;DE 21226;0080;;20130101;;107967;N;N;
YDDWH;Wengern Ost - Hagen-Vorhalle;PD-Gr km 68,800;PDGr;;DE 20986;0080;;20130101;;107952;N;N;
YDDWL;Waltrop - Lünen Süd;PD-Gr km 49,000;PDGr;;DE 20755;0080;;20130101;;107945;N;N;
YDDWW;Wetter (Ruhr) - Witten Hbf;PD-Gr km 9,200;PDGr;;DE 21075;0080;;20130101;;107965;N;N;
YDFAB;Altenbeken - Buke;RB-Gr km 113,200;RBGr;;DE 10155;0080;3;20091213;;105105;J;N;
YDFES;Erndtebrück - Schameder;RB-Gr km 29,658;RBGr;;DE 12986;0080;3;20091213;;105597;J;N;
YDFHA;Hallenberg - Allendorf;RB-Gr km 41,000;RBGr;a.B.;DE 14357;0080;3;20091213;;105107;N;N;
YDFHS;Haiger - Sechshelden;RB-Gr km 120,000;RBGr;;DE 14286;0080;3;20091213;;105108;J;N;
YDFHU;Bad Honnef - Unkel;RB-Gr km 104,850;RBGr;;DE 10456;0080;3;20091213;;105109;J;N;
YDFJP;Dahlem - Jünkerath;RB-Gr km 79,483;RBGr;;DE 12042;0080;3;20091213;;105110;J;N;
YDFNR;Bonn - Rolandseck;RB-Gr km 44,160;RBGr;;DE 11461;0080;3;20091213;;105112;J;N;
YDFSM;Siegburg - Montabaur;RB-Gr km 61,142;RBGr;;DE 19725;0080;3;20091213;;105113;J;N;
YDFSN;Scherfede - Nörde;RB-Gr km 283,943;RBGr;a.B.;DE 19326;0080;3;20091213;;105482;N;N;
YDFSW;Scherfede - Warburg;RB-Gr km 291,490;RBGr;;DE 19327;0080;3;20091213;;105481;J;N;
YDFWB;Willingen - Brilon Wald;RB-Gr km 68,522;RBGr;;DE 21169;0080;5;20130612;;105596;J;N;
YDHBB;Burgsteinfurt - Rheine;RB-Gr km 94,500;RBGr;a.B.;DE 11862;0080;3;20091213;;105115;N;N;
YDHDH;Dissen-Bad Rothenfelde - Hankensberge;RB-Gr km 28,923;RBGr;;DE 12250;0080;3;20091213;;105116;J;N;
YDHHB;Bergheim - Himmighausen;RB-Gr km 98,600;RBGr;;DE 10804;0080;2;20091213;;105117;J;N;
YEEBP;Bochum Präsident Streckenw 2151/2152;Bo Präsident Stw;Strw;;DE 11385;0080;3;20081214;;913012;J;N;
YEECC;Lutum Streckenwechsel 2273/2265;Lutum Strw;Strw;;DE 16637;0080;3;20081214;;911852;J;N;
YEEDB;Bocholt Streckenwechsel 2263/2265;Bocholt Strw;Strw;;DE 11371;0080;3;20081214;;913473;J;N;
YEHEM;Emsdetten - Mesum;RB-Gr km 197,550;RBGr;;DE 12884;0080;3;20091213;;105119;J;N;
YEHHK;Herford - Kirchlengern;RB-Gr km 6,000;RBGr;;DE 14798;0080;3;20091213;;105120;J;N;
YEHLH;Lengerich - Natrup-Hagen;RB-Gr km 102,500;RBGr;;DE 16299;0080;3;20091213;;105121;J;N;
YFFAN;Auringen-Medenbach - Niedernhsn (Taunus);PD-Gr km 18,000;PDGr;;DE 10374;0080;;20130101;;107973;N;N;
YFFBK;Breckenheim - Wiesbaden Kinzenberg;PD-Gr km 5,000;PDGr;;DE 11604;0080;;20130101;;107975;N;N;
YFFBL;Dreieich-Buchschlag - Langen Flugsich;PD-Gr km 65,189;PDGr;;DE 12434;0080;;20130101;;107982;N;N;
YFFBS;Babenhausen (Hess) - Stockstadt (Main);PD-Gr km 65,125;PDGr;;DE 10385;0080;;20130101;;107977;N;N;
YFFBW;Boppard-Hirzenach - Werlau;PD-Gr km 119,700;PDGr;;DE 11487;0080;;20130101;;107959;N;N;
YFFDL;Dreieich-Buchschlag - Langen (Hess);PD-Gr km 11,400;PDGr;;DE 12433;0080;;20130101;;107979;N;N;
YFFHT;Flörsheim (Main) - Flörsh Taubertsmühle;PD-Gr km 24,200;PDGr;;DE 13230;0080;;20130101;;107980;N;N;
YFFKL;Kaub - Loreley;PD-Gr km 88,814;PDGr;;DE 15454;0080;;20130101;;107974;N;N;
YFFNL;Niederlahnstein Streckenw 2324/3507;Niederlst Strw;Strw;;DE 17722;0080;5;20081214;;912268;J;N;
YFFNW;Niederweimar - Niederwalgern;PD-Gr km 113,900;PDGr;;DE 17760;0080;;20130101;;107983;N;N;
YFFRE;Rödermark-Ober Roden - Eppertshausen;PD-Gr km 22,666;PDGr;;DE 18940;0080;;20130101;;107981;N;N;
YFFRR;Rüsselsheim - Raunheim;PD-Gr km 14,613;PDGr;;DE 19125;0080;;20130101;;107976;N;N;
YFFSS;Bad Soden-Salmünster - Steinau (Straße);PD-Gr km 62,950;PDGr;;DE 10550;0080;;20130101;;107978;N;N;
YFHAB;Albungen - Bad Sooden-Allendorf;RB-Gr km 211,057;RBGr;;DE 10100;0080;5;20081214;;105123;J;N;
YFHGH;Dransfeld - Hann Münden;RB-Gr km 132,000;RBGr;a.B.;DE 12428;0080;2;20090130;;105124;N;N;
YFHHL;Höxter - Lüchtringen;RB-Gr km 44,800;RBGr;;DE 15132;0080;3;20091213;;105125;J;N;
YFHLO;Ottbergen - Lauenförde;RB-Gr km 8,400;RBGr;;DE 18201;0080;3;20091213;;105126;J;N;
YFKAE;Eppelsheim - Alzey;RB-Gr km 23,317;RBGr;;DE 12914;0080;6;20081214;;105128;J;N;
YFKBK;Bretzenheim - Bad Kreuznach;RB-Gr km 12,792;RBGr;;DE 11695;0080;5;20091213;;105483;J;N;
YFKEK;Eberbach - Kailbach;RB-Gr km 0,431;RBGr;;DE 12645;0080;6;20081214;;105490;J;N;
YFKGK;Gensingen-Horrw - Bad Kreuznach;RB-Gr km 13,100;RBGr;;DE 13650;0080;5;20091213;;105484;J;N;
YFKHW;Worms - Hofheim;RB-Gr km 3,366;RBGr;;DE 21300;0080;6;20081214;;105130;J;N;
YFKIA;Ingelbach - Altenkirchen;RB-Gr km 58,833;RBGr;;DE 15219;0080;5;20091213;;105131;J;N;
YFKLS;Langenlonsheim - Schweppenhausen;RB-Gr km 0,980;RBGr;;DE 16067;0080;5;20091213;;105485;J;N;
YFKMO;Mettenheim - Osthofen;RB-Gr km 36,000;RBGr;;DE 17018;0080;5;20081214;;105132;J;N;
YFKOR;Rheindürkheim - Ibersheim;RB-Gr km 3,100;RBGr;a.B.;DE 18830;0080;6;20091213;;105135;N;N;
YFKSR;Selters - Raubach;RB-Gr km 36,760;RBGr;;DE 19696;0080;5;20091213;;105136;J;J;
YFKST;Saarhölzbach - Taben;RB-Gr km 51,272;RBGr;;DE 19180;0080;6;20081214;;105137;J;N;
YFKWB;Weinheim - Birkenau;RB-Gr km 0,396;RBGr;;DE 20908;0080;6;20081214;;105489;J;N;
YFKZH;Zerf - Hermeskeil;RB-Gr km 50,310;RBGr;a.B.;DE 21465;0080;5;20091213;;105487;N;N;
YFMFH;Faulbach - Hasloch;RB-Gr km 26,745;RBGr;;DE 13156;0080;5;20091213;;105138;J;N;
YFMLH;Laufach - Hösbach;RB-Gr km 79,710;RBGr;;DE 16125;0080;7;20090124;;105488;J;N;
YFNJ;Sterbfritz - Jossa;RB-Gr km 32,000;RBGr;;DE 19984;0080;5;20091213;;105140;J;N;
YFNLM;Fulda - Mottgers;RB-Gr km 264,930;RBGr;;DE 13530;0080;5;20091213;;105141;J;N;
YFRDM;Darmstadt - Mannheim;RB-Gr km 53,400;RBGr;Planung;DE 12068;0080;5;20091213;;106090;N;N;
YFRLH;Heppenheim - Laudenbach;RB-Gr km 56,000;RBGr;;DE 14776;0080;5;20081214;;105142;J;N;
YFRML;Mannheim-Waldhof - Lampertheim;RB-Gr km 15,040;RBGr;;DE 16772;0080;6;20081214;;105143;J;N;
YFRSR;Schneeberg Streckenwechsel 5223/4124;Strw 5223/4124;Strw;;DE 19418;0080;5;20091213;;912389;J;N;
YHELF;Löhne Rbf - Herford;RB-Gr km 89,9;RBGr;;DE 16451;0080;2;20091213;;105144;J;N;
YHELH;Löhne - Herford;RB-Gr km 89,900;RBGr;;DE 16447;0080;2;20091213;;105145;J;N;
YHFGH;Gertenbach - Hedemünden;RB-Gr km 182,000;RBGr;;DE 13719;0080;2;20081214;;105146;J;N;
YHFJL;Jühnde - Ihringhausen;RB-Gr km 113,800;RBGr;;DE 15312;0080;2;20081214;;105147;J;N;
YHHAB;Achterberg Streckenwechsel 9203/9209;Achterberg Strw;NE-Strw;; ;0080;;20120216;;108128;N;N;
YHHBA;Bargteheide - Ahrensburg;PD-Gr km 39,750;PDGr;;DE 10636;0080;;20130101;;107925;N;N;
YHHBG;Bremen-Grolland Streckenw 1415/9149;Brm-Grolland Sw;Strw;;DE 11648;0080;2;20081214;;913016;J;N;
YHHBH;Buxtehude Streckenwechsel 1269/9128;Buxtehude Strw;NE-Strw;a.B.; ;0080;;20151213;20161210;913474;N;N;
YHHGB;Güster - Büchen;PD-Gr km 41,500;PDGr;;DE 14183;0080;;20130101;;107927;N;N;
YHHGE;Garßen - Eschede;PD-Gr km 54,290;PDGr;;DE 13568;0080;;20130101;;107932;N;N;
YHHLD;Lathen - Dörpen;PD-Gr km 283,200;PDGr;;DE 16095;0080;;20130101;;107969;N;N;
YHHLH;Hagen (Han) - Linsburg;PD-Gr km 43,900;PDGr;;DE 14236;0080;;20130101;;107933;N;N;
YHHOR;Hessisch Oldendorf - Rinteln;PD-Gr km 48,500;PDGr;;DE 14870;0080;;20130101;;107935;N;N;
YHHPT;Pinneberg - Tornesch;PD-Gr km 19,880;PDGr;;DE 18374;0080;;20130101;;107929;N;N;
YHHRL;Rehren - Lindhorst (Schaumb-Lippe);PD-Gr km 32,150;PDGr;;DE 18732;0080;;20130101;;107931;N;N;
YHHSE;Schäferhof - Estorf (Weser);PD-Gr km 9,800;PDGr;;DE 19284;0080;;20130101;;107934;N;N;
YHHSL;Scheeßel - Lauenbrück;PD-Gr km 296,000;PDGr;;DE 19316;0080;;20130101;;107930;N;N;
YHHTB;Twistringen - Bassum;PD-Gr km 203,500;PDGr;;DE 20406;0080;;20130101;;107942;N;N;
YHLHS;Herzberg - Scharzfeld;RB-Gr km 117,070;RBGr;;DE 14849;0080;2;20091213;;105149;J;N;
YHLVI;Stapelburg - Vienenburg;RB-Gr km 29,083;RBGr;;DE 19913;0080;4;20090121;;105150;J;N;
YKKBB;Baden-Baden - Bühl (Baden);PD-Gr km 111,330;PDGr;;DE 10581;0080;;20130101;;107988;N;N;
YKKEL;Eberbach - Lindach;PD-Gr km 24,900;PDGr;;DE 12646;0080;;20130101;;107985;N;N;
YKKEZ;Köln-Nippes Streckenwechsel 2618/2610;Köln-Nippes Strw;Strw;;DE 15765;0080;3;20081214;;911853;J;N;
YKKGS;Süßen - Gingen (Fils);PD-Gr km 51,500;PDGr;;DE 20138;0080;;20130101;;107990;N;N;
YKKHF;Hochspeyer - Frankenstein (Pfalz);PD-Gr km 56,350;PDGr;;DE 14951;0080;;20130101;;107972;N;N;
YKKHG;Herrenberg - Gäufelden;PD-Gr km 42,650;PDGr;;DE 14830;0080;;20130101;;107992;N;N;
YKKMF;Murrhardt - Fornsbach;PD-Gr km 38,000;PDGr;;DE 17372;0080;;20130101;;107993;N;N;
YKKNR;Köln Neurather Ring Strw 2652/2659/2730;Neurather Rg Sw;Strw;;DE 15710;0080;3;20081214;;912383;J;N;
YKKSA;Salem - Bermatingen-Ahausen;PD-Gr km 33,421;PDGr;;DE 19205;0080;;20130101;;107989;N;N;
YKKSB;Sinzheim (b Bühl) - Baden-Baden Rebland;PD-Gr km 111,330;PDGr;;DE 19775;0080;;20130101;;107984;N;N;
YKKSG;Steinsfurt - Grombach;PD-Gr km 13,920;PDGr;;DE 19969;0080;;20130101;;107986;N;N;
YKKWK;Kleinsteinbach - Wilferdingen-Singen;PD-Gr km 11,475;PDGr;;DE 15601;0080;;20130101;;107987;N;N;
YKKWL;Waldhausen (b Schornd) - Lorch (Württ);PD-Gr km 36,280;PDGr;;DE 20703;0080;;20130101;;107991;N;N;
YKMAI;Altenstadt - Illertissen;RB-Gr km 58,600;RBGr;;DE 10182;0080;7;20081214;;105151;J;N;
YKMBE;Eubigheim - Boxberg;RB-Gr km 99,960;RBGr;;DE 13108;0080;6;20081214;;105153;J;N;
YKMGN;Gundelfingen - Neuoffingen;RB-Gr km 95,782;RBGr;;DE 14198;0080;7;20081214;;105154;J;N;
YKMGW;Günzburg - Wasserburg;RB-Gr km 2,000;RBGr;;DE 14176;0080;6;20081214;;105156;J;N;
YKMNO;Offingen - Neuoffingen;RB-Gr km 54,788;RBGr;;DE 18091;0080;7;20081214;;105157;J;N;
YKMNS;Schrozberg - Niederstetten;RB-Gr km 30,800;RBGr;;DE 19508;0080;6;20081214;;105158;J;N;
YKMSN;Schnelldorf Streckenwechsel 4951/5902;StrWe 4951/5902;Strw;;DE 19424;0080;6;20081214;;911820;J;N;
YKMWK;Wolfegg - Kißlegg;RB-Gr km 56,959;RBGr;;DE 21255;0080;6;20081214;;105491;J;N;
YLFGD;Gerstungen - Obersuhl;RB-Gr km 191,343;RBGr;;DE 13714;0080;4;20090121;;105159;J;N;
YLHAE;Arenshausen - Eichenberg;RB-Gr km 168,600;RBGr;;DE 10273;0080;4;20090121;;105160;J;N;
YLHBL;Harbke - Helmstedt;RB-Gr km 14,850;RBGr;;DE 14578;0080;4;20090121;;105161;J;N;
YLHIB;Stapelburg - Bad Harzburg;RB-Gr km 23,220;RBGr;a.B.;DE 19912;0080;4;20090130;;105162;N;N;
YLHOV;Oebisfelde - Vorsfelde;RB-Gr km 168,938;RBGr;;DE 18048;0080;4;20090121;;105164;J;N;
YLHOW;Oebisfelde - Vorsfelde Nahgleis;RB-Gr km 0,611;RBGr;;DE 18049;0080;4;20090121;;105165;J;N;
YLHSN;Schnega - Soltendiek;RB-Gr km 82,631;RBGr;;DE 19420;0080;4;20090121;;105166;J;N;
YLLAL;Leuna Streckenwechsel 6810/Anschlussbahn;Leuna Strw;Strw;;DE 16326;0080;4;20081214;;911703;J;N;
YLLBW;Bad Liebenwerda - Wahrenbrück;PD-Gr km 136,200;PDGr;;DE 10487;0080;;20130101;;108020;N;N;
YLLCH;Chemnitz Hbf Streckenwechsel 6257/6258;Chemn Hbf Strw;Strw;;DE 11925;0080;4;20091213;;911698;N;N;
YLLCI;Chemnitz-Hilbersdorf Strw 6258/6257;Chemn-Hilb Strw;Strw;;DE 11948;0080;4;20081214;;911699;J;N;
YLLCO;Leipzig-Connewitz Streckenw 6375/6377;Lpz-Connew Strw;Strw;a.B.;DE 16247;0080;4;20140612;;913597;N;N;
YLLDK;Domnitz (Saalkr) - Könnern;PD-Gr km 24,700;PDGr;;DE 12290;0080;;20130101;;108027;N;N;
YLLEW;Elsterwerda Streckenwechsel 6135/6248;Elsterwerda Strw;Strw;;DE 12846;0080;4;20081214;;911700;J;N;
YLLGL;Gröbers Ost - Leipzig/Halle Flughafen;PD-Gr km 290,449;PDGr;;DE 13981;0080;;20130101;;108007;N;N;
YLLGW;Großkorbetha - Weißenfels;PD-Gr km 29,000;PDGr;;DE 14086;0080;;20130101;;108026;N;N;
YLLHC;Hosena Streckenwechsel 6198/6194;Hosena Strw;Strw;;DE 15125;0080;4;20081214;;911701;J;N;
YLLHK;Hettstedt - Klostermansfeld Umspannwerk;PD-Gr km 175,730;PDGr;;DE 14874;0080;;20130101;;108015;N;N;
YLLKA;Köthen - Arensdorf;PD-Gr km 54,500;PDGr;;DE 15838;0080;;20130101;;108029;N;N;
YLLKN;Knappenrode Streckenwechsel 6579/6221;Knappenrode Strw;Strw;;DE 15641;0080;4;20080101;;911702;N;N;
YLLMG;Meerane - Gößnitz;PD-Gr km 10,300;PDGr;;DE 16914;0080;;20130101;;108022;N;N;
YLLMJ;Medewitz (Mark) - Jeber-Bergfrieden;PD-Gr km 7,590;PDGr;;DE 16910;0080;;20130101;;108030;N;N;
YLLNJ;Neuburxdorf - Jacobsthal;PD-Gr km 131,200;PDGr;;DE 17493;0080;;20130101;;108017;N;N;
YLLPC;Ponitz - Crimmitschau;PD-Gr km 57,880;PDGr;;DE 18450;0080;;20130101;;108028;N;N;
YLLRG;Ronneburg (Thür) - Gera-Gessental;PD-Gr km 26,144;PDGr;;DE 18987;0080;;20130101;;108023;N;N;
YLLRR;Roitzsch Abzw - Roitzsch (Kr Bitterfeld);PD-Gr km 136,295;PDGr;;DE 18977;0080;;20130101;;108016;N;N;
YLLTA;Leipzig Tabakmühle Strw 6375/6376;Lpz Tabakmü Strw;Strw;;DE 16238;0080;4;20151213;;231035;J;N;
YLLTH;Tharandt - Höckendorf Edle Krone;PD-Gr km 15,900;PDGr;;DE 20248;0080;;20130101;;108021;N;N;
YLLTN;Tornitz Streckenwechsel;Tornitz Strw;Strw;Planung;DE 20300;0080;4;20100814;;107462;N;N;
YLLTS;Teutleben - Saubachtal;PD-Gr km 226,904;PDGr;Planung;DE 21587;0080;;20140214;;109130;N;N;
YLLWI;Wiederitzsch Streckenwechsel 6381/6369;Wiederitzs Strw;Strw;;DE 21087;0080;4;20081214;;912395;J;N;
YLMBE;Eisfeld - Bachfeld;RB-Gr km 0,843;RBGr;;DE 12807;0080;4;20090121;;105167;J;J;
YLMEC;Eisfeld - Coburg;RB-Gr km 114,228;RBGr;a.B.;DE 12808;0080;4;20090130;;105168;N;N;
YLMEO;Lauscha - Ernstthal;RB-Gr km 44,000;vp-RBGr;;DE 16137;0080;7;20091213;;105169;J;N;
YLMGS;Gutenfürst - Hof;RB-Gr km 151,699;RBGr;;DE 14217;0080;4;20090121;;105170;J;N;
YLMMR;Mellrichstadt - Rentwertshausen;RB-Gr km 57,690;RBGr;;DE 16955;0080;7;20091213;;105171;J;N;
YLMPF;Probstzella Streckenwechsel 6383/5010;Probstzella Strw;Strw;;DE 18537;0080;4;20081214;;912388;J;N;
YMLRT;Rödental - Theuern;RB-Gr km 117,357;RBGr;Planung;DE 18931;0080;7;20131217;;107054;N;N;
YMMAK;Allersberg (Rothsee) - Kinding (Altmühl);PD-Gr km 45,000;PDGr;;DE 10117;0080;;20130101;;108008;N;N;
YMMBE;Markt Bibart - Markt Einersheim;PD-Gr km 57,600;PDGr;;DE 16817;0080;;20130101;;108006;N;N;
YMMBM;Bad Mergentheim Streckenw 4922/4953;6,1/60,3 Bad MGH;Strw;;DE 10492;0080;7;20081214;;911813;J;N;
YMMDN;Deining (Oberpf) - Neumarkt (Oberpf);PD-Gr km 55,000;PDGr;;DE 12113;0080;;20130101;;108003;N;N;
YMMEN;Etzelwang - Neukirchen (b Sulzb-Rosenbg);PD-Gr km 44,470;PDGr;;DE 13101;0080;;20130101;;108005;N;N;
YMMFM;Freising - Marzling;PD-Gr km 44,200;PDGr;;DE 13405;0080;;20130101;;108000;N;N;
YMMGE;Geltendorf - Epfenhausen;PD-Gr km 44,300;PDGr;;DE 13633;0080;;20130101;;108002;N;N;
YMMKS;Kinsau - Schongau;PD-Gr km 27,000;PDGr;;DE 15513;0080;;20130101;;107998;N;N;
YMMOL;Olching Streckenwechsel 5561/5560;km 3,6/6,8 (MOL);Strw;;DE 18112;0080;7;20081214;;912394;J;N;
YMMPP;Petershausen (Oberbay) - Paindorf;PD-Gr km 39,800;PDGr;;DE 18327;0080;;20130101;;108001;N;N;
YMMSA;Saal (Donau) - Abensberg;PD-Gr km 28,400;PDGr;;DE 19143;0080;;20130101;;108004;N;N;
YMMSE;Staffelbach - Ebelsbach-Eltmann;PD-Gr km 17,400;PDGr;;DE 19904;0080;;20130101;;107994;N;N;
YMMTD;Treuchtlingen - Windsfeld-Dittenheim;PD-Gr km 1,300;PDGr;;DE 20335;0080;;20130101;;107996;N;N;
YMMTW;Treuchtlingen - Weißenburg (Bay);PD-Gr km 1,400;PDGr;;DE 20334;0080;;20130101;;107995;N;N;
YMMUH;Uffenheim - Herrnberchtheim;PD-Gr km 99,500;PDGr;;DE 20432;0080;;20130101;;107997;N;N;
YMMWG;Walleshausen - Geltendorf;PD-Gr km 15,800;PDGr;;DE 20736;0080;;20130101;;107999;N;N;
YMTBC;Pflaumloch - Nördlingen;RB-Gr km 107,785;RBGr;;DE 18349;0080;6;20081214;;105172;J;N;
YMTFR;Kressbronn - Nonnenhorn;RB-Gr km 15,045;RBGr;;DE 15888;0080;6;20081214;;105173;J;N;
YRRBT;Bretten Streckenwechsel 4130/4800;StrWe 4130/4800;Strw;;DE 11690;0080;6;20060101;;911704;N;N;
YRREP;Eppingen Streckenwechsel 4201/4950;StrWe 4201/4950;Strw;;DE 12919;0080;6;20040316;;911705;N;N;
YRRHH;Rheinsheim Streckenwechsel 4132/3450;Rheinsh4132/3450;Strw;;DE 18847;0080;6;20081214;;912319;J;N;
YSSEF;Einsiedlerhof Streckenwechsel 3301/3308;StrWe 3301/3308;Strw;;DE 12787;0080;6;20080101;;911706;N;N;
YTTBU;Burgweiler Streckenwechsel 4333/4551;StrWe 4333/4551;Strw;;DE 11866;0080;6;20040316;;911707;N;N;
YTTIL;Illingen Streckenwechsel 4842/4800;StrWe 4842/4800;Strw;;DE 15198;0080;6;20080101;;912325;N;N;
YTTSE;Sersheim Streckenwechsel 4800/4842;StrWe 4800/4842;Strw;;DE 19715;0080;6;20081214;;912326;J;N;
ZADP;Djorce Petrov;Djorce Petrov;Bf;; ;0072;;19990101;;;;;
ZAG;Gevgelija;Gevgelija;Bf;; ;0072;;19990101;;;;;
ZAKU;Kumanovo;Kumanovo;Bf;; ;0072;;19990101;;;;;
ZAS;Skopje;Skopje;Bf;; ;0072;;19990101;;;;;
ZATR;Trubarevo;Trubarevo;Bf;; ;0065;;20081214;;;J;N;
ZBB;Bihac;Bihac;Bf;; ;0072;;19990101;;;;;
ZBBL;Banja Luka;Banja Luka;Bf;; ;0072;;19990101;;;;;
ZBBN;Bosanski Novi;Bosanski Novi;Bf;; ;0072;;19990101;;;;;
ZBCA;Capljina;Capljina;Bf;; ;0072;;19990101;;;;;
ZBDO;Doboj;Doboj;Bf;; ;0072;;19990101;;;;;
ZBJA;Jablanica;Jablanica;Bf;; ;0089;;20000120;;;;;
ZBKC;Konjic;Konjic;Bf;; ;0089;;20000120;;;;;
